junction,year,month,period_date,total_accidents,fatal_accidents,injury_accidents,accidents_7d,accidents_30d,accidents_90d,accidents_1y,fatal_accidents_1y,injury_accidents_1y,historical_accident_rate,risk_score,traffic_risk
KDK College Chowk,2020,11,2020-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
LIC Chowk,2020,11,2020-11-01,11,1,7,7.0,7.0,16.0,83.0,5.0,62.0,6.917,38.67,MEDIUM
Rambagh Chowk,2020,11,2020-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Jhansi Rani Square,2020,11,2020-11-01,4,1,2,9.0,9.0,19.0,47.0,4.0,35.0,3.917,22.65,LOW
Chhatrapati Square,2020,11,2020-11-01,1,0,1,2.0,2.0,3.0,7.0,1.0,4.0,0.583,2.76,LOW
Pardi Naka,2020,11,2020-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Airport Square,2020,11,2020-11-01,0,0,0,1.0,1.0,1.0,2.0,0.0,1.0,0.167,0.0,LOW
Omkar Nagar Square,2020,11,2020-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Law College Square,2020,11,2020-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sanvidhan Square,2020,11,2020-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Itwari Railway Station Square,2020,11,2020-11-01,1,0,0,2.0,2.0,2.0,4.0,1.0,2.0,0.333,1.1,LOW
Zero Mile Freedom Park,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Khamla Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Kalamna Market Chowk,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
HB Town Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Omkar Nagar Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sanvidhan Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sakkardara Square,2020,12,2020-12-01,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,0.167,5.52,LOW
Jhansi Rani Square,2020,12,2020-12-01,7,0,6,4.0,4.0,14.0,51.0,5.0,37.0,4.25,20.99,LOW
Krida Chowk,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Gokulpeth Market,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
KDK College Chowk,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Variety Square,2020,12,2020-12-01,1,0,0,0.0,0.0,0.0,6.0,1.0,5.0,0.5,1.1,LOW
Itwari Railway Station Square,2020,12,2020-12-01,0,0,0,1.0,1.0,3.0,5.0,1.0,2.0,0.417,0.0,LOW
Mate Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pratap Nagar Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Japanese Garden Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
VCA Stadium Chowk,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reserve Bank Chowk,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Deo Nagar Chowk,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Medical Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Automotive Square,2020,12,2020-12-01,0,0,0,0.0,0.0,1.0,4.0,0.0,3.0,0.333,0.0,LOW
Subhash Nagar Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Law College Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Chhatrapati Square,2020,12,2020-12-01,0,0,0,1.0,1.0,3.0,8.0,1.0,5.0,0.667,0.0,LOW
Rambagh Chowk,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Somalwada Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Airport Square,2020,12,2020-12-01,0,0,0,0.0,0.0,1.0,2.0,0.0,1.0,0.167,0.0,LOW
LIC Chowk,2020,12,2020-12-01,11,1,8,11.0,11.0,25.0,94.0,6.0,69.0,7.833,43.65,MEDIUM
Bhande Plot Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Shankar Nagar Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.083,0.0,LOW
Wardha Road Toll Plaza,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
IT Park Ring Road,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Manewada Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pardi Naka,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Dharampeth Tower,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sitabuldi Interchange,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,3.0,0.0,3.0,0.25,0.0,LOW
Rachana Ring Road,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Nandanvan Main Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reshimbagh Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Ram Nagar Square,2020,12,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Mate Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rambagh Chowk,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Bhande Plot Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Chhatrapati Square,2021,1,2021-01-01,0,0,0,0.0,0.0,3.0,8.0,1.0,5.0,0.667,0.0,LOW
HB Town Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Wardha Road Toll Plaza,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Manewada Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Japanese Garden Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
LIC Chowk,2021,1,2021-01-01,7,0,6,11.0,11.0,29.0,105.0,7.0,77.0,8.75,27.62,MEDIUM
Omkar Nagar Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Jhansi Rani Square,2021,1,2021-01-01,4,0,4,7.0,7.0,20.0,58.0,5.0,43.0,4.833,16.02,LOW
Rachana Ring Road,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
VCA Stadium Chowk,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Ram Nagar Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sakkardara Square,2021,1,2021-01-01,0,0,0,2.0,2.0,2.0,4.0,0.0,4.0,0.333,0.0,LOW
Variety Square,2021,1,2021-01-01,0,0,0,1.0,1.0,1.0,7.0,1.0,5.0,0.583,0.0,LOW
Airport Square,2021,1,2021-01-01,0,0,0,0.0,0.0,1.0,2.0,0.0,1.0,0.167,0.0,LOW
Subhash Nagar Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
KDK College Chowk,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Shankar Nagar Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.083,0.0,LOW
Khamla Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
IT Park Ring Road,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pardi Naka,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sitabuldi Interchange,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,3.0,0.0,3.0,0.25,0.0,LOW
Reshimbagh Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Nandanvan Main Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Dharampeth Tower,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Law College Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Krida Chowk,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Zero Mile Freedom Park,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Itwari Railway Station Square,2021,1,2021-01-01,1,0,1,0.0,0.0,3.0,5.0,1.0,2.0,0.417,7.73,LOW
Somalwada Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pratap Nagar Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Automotive Square,2021,1,2021-01-01,1,0,1,0.0,0.0,0.0,4.0,0.0,3.0,0.333,2.76,LOW
Gokulpeth Market,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sanvidhan Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Kalamna Market Chowk,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Deo Nagar Chowk,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Medical Square,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reserve Bank Chowk,2021,1,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rambagh Chowk,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Airport Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.167,0.0,LOW
Reshimbagh Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Itwari Railway Station Square,2021,2,2021-02-01,1,1,1,1.0,1.0,2.0,6.0,1.0,3.0,0.5,12.71,LOW
Kalamna Market Chowk,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sakkardara Square,2021,2,2021-02-01,1,0,0,0.0,0.0,2.0,4.0,0.0,4.0,0.333,1.1,LOW
Rachana Ring Road,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pardi Naka,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pratap Nagar Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
IT Park Ring Road,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Japanese Garden Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reserve Bank Chowk,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
KDK College Chowk,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Jhansi Rani Square,2021,2,2021-02-01,6,0,5,4.0,4.0,15.0,58.0,5.0,46.0,4.833,31.49,MEDIUM
Ram Nagar Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Shankar Nagar Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.083,0.0,LOW
Krida Chowk,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Khamla Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sanvidhan Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
HB Town Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Chhatrapati Square,2021,2,2021-02-01,3,1,2,0.0,0.0,1.0,7.0,1.0,4.0,0.583,13.26,LOW
LIC Chowk,2021,2,2021-02-01,10,0,8,7.0,7.0,29.0,105.0,7.0,78.0,8.75,37.57,MEDIUM
Wardha Road Toll Plaza,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sitabuldi Interchange,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,3.0,0.0,3.0,0.25,0.0,LOW
VCA Stadium Chowk,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Law College Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Omkar Nagar Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Nandanvan Main Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Mate Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Subhash Nagar Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Bhande Plot Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Variety Square,2021,2,2021-02-01,5,0,3,0.0,0.0,1.0,7.0,1.0,5.0,0.583,12.15,LOW
Dharampeth Tower,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Deo Nagar Chowk,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Somalwada Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Gokulpeth Market,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Automotive Square,2021,2,2021-02-01,0,0,0,1.0,1.0,1.0,5.0,0.0,4.0,0.417,0.0,LOW
Manewada Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Medical Square,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Zero Mile Freedom Park,2021,2,2021-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Zero Mile Freedom Park,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
IT Park Ring Road,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
VCA Stadium Chowk,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Airport Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.167,0.0,LOW
Krida Chowk,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Chhatrapati Square,2021,3,2021-03-01,1,0,1,3.0,3.0,3.0,10.0,2.0,6.0,0.833,6.08,LOW
Reshimbagh Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reserve Bank Chowk,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Nandanvan Main Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pardi Naka,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
KDK College Chowk,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Law College Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sitabuldi Interchange,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,3.0,0.0,3.0,0.25,0.0,LOW
Subhash Nagar Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Dharampeth Tower,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Deo Nagar Chowk,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Automotive Square,2021,3,2021-03-01,2,0,2,0.0,0.0,1.0,4.0,0.0,4.0,0.333,5.52,LOW
Somalwada Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pratap Nagar Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rambagh Chowk,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
LIC Chowk,2021,3,2021-03-01,5,0,3,10.0,10.0,28.0,105.0,5.0,78.0,8.75,10.5,LOW
Wardha Road Toll Plaza,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Japanese Garden Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
HB Town Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Omkar Nagar Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sanvidhan Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sakkardara Square,2021,3,2021-03-01,0,0,0,1.0,1.0,3.0,5.0,0.0,4.0,0.417,0.0,LOW
Bhande Plot Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Variety Square,2021,3,2021-03-01,0,0,0,5.0,5.0,6.0,12.0,1.0,8.0,1.0,0.0,LOW
Kalamna Market Chowk,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Itwari Railway Station Square,2021,3,2021-03-01,1,0,1,1.0,1.0,2.0,7.0,2.0,4.0,0.583,9.39,LOW
Rachana Ring Road,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Jhansi Rani Square,2021,3,2021-03-01,3,0,3,6.0,6.0,17.0,58.0,4.0,46.0,4.833,8.29,LOW
Medical Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Manewada Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Shankar Nagar Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.083,0.0,LOW
Mate Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Gokulpeth Market,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Ram Nagar Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Khamla Square,2021,3,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Omkar Nagar Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sitabuldi Interchange,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,3.0,0.0,3.0,0.25,0.0,LOW
Bhande Plot Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Subhash Nagar Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pratap Nagar Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Manewada Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sakkardara Square,2021,4,2021-04-01,1,1,1,0.0,0.0,1.0,5.0,0.0,4.0,0.417,11.05,LOW
Dharampeth Tower,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Medical Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rachana Ring Road,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Somalwada Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Deo Nagar Chowk,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Automotive Square,2021,4,2021-04-01,0,0,0,2.0,2.0,3.0,6.0,0.0,6.0,0.5,0.0,LOW
Wardha Road Toll Plaza,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Law College Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Variety Square,2021,4,2021-04-01,0,0,0,0.0,0.0,5.0,11.0,1.0,8.0,0.917,0.0,LOW
Itwari Railway Station Square,2021,4,2021-04-01,0,0,0,1.0,1.0,3.0,8.0,2.0,5.0,0.667,0.0,LOW
VCA Stadium Chowk,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reshimbagh Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
LIC Chowk,2021,4,2021-04-01,3,0,1,5.0,5.0,22.0,96.0,3.0,69.0,8.0,4.97,LOW
Krida Chowk,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Khamla Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Gokulpeth Market,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
IT Park Ring Road,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Jhansi Rani Square,2021,4,2021-04-01,0,0,0,3.0,3.0,13.0,58.0,4.0,47.0,4.833,0.0,LOW
Chhatrapati Square,2021,4,2021-04-01,0,0,0,1.0,1.0,4.0,11.0,2.0,7.0,0.917,0.0,LOW
Airport Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.167,0.0,LOW
Zero Mile Freedom Park,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
HB Town Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Ram Nagar Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Kalamna Market Chowk,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Nandanvan Main Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Japanese Garden Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sanvidhan Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pardi Naka,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Mate Square,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reserve Bank Chowk,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
KDK College Chowk,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Shankar Nagar Square,2021,4,2021-04-01,1,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.083,2.76,LOW
Rambagh Chowk,2021,4,2021-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Itwari Railway Station Square,2021,5,2021-05-01,0,0,0,0.0,0.0,2.0,7.0,2.0,5.0,0.583,0.0,LOW
Chhatrapati Square,2021,5,2021-05-01,2,0,1,0.0,0.0,4.0,11.0,2.0,7.0,0.917,3.87,LOW
Subhash Nagar Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Automotive Square,2021,5,2021-05-01,0,0,0,0.0,0.0,2.0,5.0,0.0,5.0,0.417,0.0,LOW
KDK College Chowk,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Mate Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rambagh Chowk,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
